gene_id	geneset
gene:YML046W	Nucleus
gene:YOL042W	Mitochondrion
gene:YGL062W	Cytoplasm
gene:YNL063W	Mitochondrion
gene:YMR009W	Cytoplasm
gene:YDR184C	Cytoplasm
gene:YHR081W	Nucleus
gene:YOR319W	Nucleus
gene:YDR378C	Cytoplasm
gene:YKL138C-A	Nucleus
gene:YIR033W	Membrane
gene:YMR298W	Endoplasmic reticulum membrane
gene:YER048W-A	Mitochondrion
gene:YFL020C	Membrane
gene:YHL029C	Cytoplasm
gene:YOR056C	Cytoplasm
gene:YBR218C	Cytoplasm
gene:YDL020C	Nucleus
gene:YGL122C	Nucleus
gene:YBL020W	Endoplasmic reticulum membrane
gene:YPL190C	Nucleus
gene:YGL178W	Cytoplasm
gene:YJL128C	Cytoplasm
gene:YKL183W	Cytoplasm
gene:YNL277W	Cytoplasm
gene:YLR106C	Nucleus
gene:YLR288C	Nucleus
gene:YFL031W	Nucleus
gene:YBL021C	Nucleus
gene:YKL032C	Nucleus
gene:YDR036C	Mitochondrion
gene:YGL251C	Nucleus
gene:YDR540C	Cytoplasm
gene:YDR266C	Cytoplasm
gene:YDR044W	Cytoplasm
gene:YJL177W	Cytoplasm
gene:YDR030C	Nucleus
gene:YDL200C	Nucleus
gene:YOL051W	Nucleus
gene:YGL084C	Membrane
gene:YGL099W	Cytoplasm
gene:YJR130C	Cytoplasm
gene:YBL003C	Nucleus
gene:YCL018W	Cytoplasm
gene:YDL245C	Membrane
gene:YMR192W	Cytoplasm
gene:YJL097W	Endoplasmic reticulum membrane
gene:YLR216C	Cytoplasm
gene:YKR022C	Cytoplasm
gene:YER013W	Nucleus
gene:YJR051W	Mitochondrion
gene:YOR206W	Nucleus
gene:YGL147C	Cytoplasm
gene:YDR501W	Nucleus
gene:YNL158W	Endoplasmic reticulum membrane
gene:YHR216W	Cytoplasm
gene:YMR108W	Mitochondrion
gene:YPR068C	Nucleus
gene:YBR011C	Cytoplasm
gene:YPR112C	Nucleus
gene:YGR243W	Mitochondrion
gene:YDL208W	Nucleus
gene:YNR011C	Nucleus
gene:YEL003W	Cytoplasm
gene:YJL002C	Endoplasmic reticulum membrane
gene:YOR103C	Endoplasmic reticulum membrane
gene:YOR274W	Cytoplasm
gene:YDR244W	Cytoplasm
gene:YHR170W	Cytoplasm
gene:YML092C	Cytoplasm
gene:YER006W	Nucleus
gene:YHR118C	Nucleus
gene:YNL061W	Nucleus
gene:YDR043C	Nucleus
gene:YPR127W	Cytoplasm
gene:YOR201C	Mitochondrion
gene:YMR023C	Mitochondrion
gene:YOR145C	Cytoplasm
gene:YEL037C	Nucleus
gene:YKL015W	Nucleus
gene:YOR348C	Membrane
gene:YMR133W	Nucleus
gene:YML032C	Nucleus
gene:YGR268C	Cytoplasm
gene:YOR227W	Cytoplasm
gene:YIL085C	Membrane
gene:YCR092C	Nucleus
gene:YGL111W	Nucleus
gene:YGR135W	Cytoplasm
gene:YGR240C	Cytoplasm
gene:YBR233W	Nucleus
gene:YKR103W	Membrane
gene:YEL053C	Cytoplasm
gene:YLL004W	Nucleus
gene:YPL219W	Cytoplasm
gene:YLL045C	Cytoplasm
gene:YBL064C	Mitochondrion
gene:YPR144C	Nucleus
gene:YML061C	Nucleus
gene:YGL135W	Cytoplasm
gene:YJR046W	Cytoplasm
gene:YJL081C	Nucleus
gene:YMR316W	Cytoplasm
gene:YIL053W	Cytoplasm
gene:YPL075W	Nucleus
gene:YCR097W	Nucleus
gene:YMR308C	Cytoplasm
gene:YPR168W	Nucleus
gene:YEL049W	Membrane
gene:YGR253C	Cytoplasm
gene:YNL240C	Cytoplasm
gene:YPL196W	Mitochondrion
gene:YLR064W	Endoplasmic reticulum membrane
gene:YGL226C-A	Endoplasmic reticulum membrane
gene:YER171W	Nucleus
gene:YPL228W	Nucleus
gene:YMR032W	Cytoplasm
gene:YIR023W	Nucleus
gene:YOR046C	Cytoplasm
gene:YMR112C	Nucleus
gene:YKL013C	Cytoplasm
gene:YJR084W	Cytoplasm
gene:YER168C	Cytoplasm
gene:YOR141C	Nucleus
gene:YER172C	Nucleus
gene:YML096W	Cytoplasm
gene:YKL052C	Nucleus
gene:YHR142W	Endoplasmic reticulum membrane
gene:YLL011W	Nucleus
gene:YLR285W	Cytoplasm
gene:YHR174W	Cytoplasm
gene:YKL149C	Nucleus
gene:YJR070C	Cytoplasm
gene:YDR429C	Cytoplasm
gene:YOR173W	Cytoplasm
gene:YJR125C	Cytoplasm
gene:YGR200C	Cytoplasm
gene:YPR080W; YBR118W	Cytoplasm
gene:YDR153C	Cytoplasm
gene:YIL071C	Cytoplasm
gene:YIL079C	Cytoplasm
gene:YKL005C	Nucleus
gene:YPL049C	Nucleus
gene:YLR401C	Cytoplasm
gene:YOR144C	Nucleus
gene:YBR243C	Endoplasmic reticulum membrane
gene:YDR539W	Cytoplasm
gene:YDR437W	Endoplasmic reticulum membrane
gene:YGR216C	Membrane
gene:YBR244W	Cytoplasm
gene:YNL258C	Endoplasmic reticulum membrane
gene:YIL103W	Cytoplasm
gene:YJL062W	Endoplasmic reticulum membrane
gene:YDR365C	Nucleus
gene:YDL175C	Nucleus
gene:YDR070C	Mitochondrion
gene:YGR093W	Nucleus
gene:YDR110W	Nucleus
gene:YDR434W	Endoplasmic reticulum membrane
gene:YHR188C	Endoplasmic reticulum membrane
gene:YLR361C	Cytoplasm
gene:YDL161W	Cytoplasm
gene:YLR206W	Cytoplasm
gene:YPL110C	Cytoplasm
gene:YER027C	Cytoplasm
gene:YPR082C	Nucleus
gene:YIR010W	Nucleus
gene:YPR184W	Mitochondrion
gene:YHR164C	Nucleus
gene:YPR105C	Endoplasmic reticulum membrane
gene:YEL031W	Endoplasmic reticulum membrane
gene:YLR314C	Membrane
gene:YBL071W-A	Cytoplasm
gene:YPL177C	Nucleus
gene:YPL221W	Endoplasmic reticulum membrane
gene:YGR254W	Cytoplasm
gene:YPL266W	Cytoplasm
gene:YLR384C	Cytoplasm
gene:YDL022W	Cytoplasm
gene:YNR035C	Cytoplasm
gene:YCR002C	Membrane
gene:YOR257W	Nucleus
gene:YDR448W	Nucleus
gene:YDR301W	Nucleus
gene:YKL192C	Mitochondrion
gene:YGR015C	Mitochondrion
gene:YDR096W	Nucleus
gene:YKR067W	Membrane
gene:YGL012W	Membrane
gene:YOR221C	Mitochondrion
gene:YLR144C	Cytoplasm
gene:YGL174W	Cytoplasm
gene:YBR200W	Cytoplasm
gene:YEL055C	Nucleus
gene:YJR017C	Cytoplasm
gene:YCR034W	Endoplasmic reticulum membrane
gene:YLR323C	Nucleus
gene:YDL102W	Nucleus
gene:YOR030W	Membrane
gene:YJR148W	Cytoplasm
gene:YAL060W	Cytoplasm
gene:YGL137W	Cytoplasm
gene:YJR025C	Cytoplasm
gene:YLR178C	Cytoplasm
gene:YLL008W	Nucleus
gene:YER038W-A	Mitochondrion
gene:YBR033W	Nucleus
gene:YDR482C	Cytoplasm
gene:YDR046C	Membrane
gene:YJR065C	Cytoplasm
gene:YBL088C	Nucleus
gene:YNL048W	Endoplasmic reticulum membrane
gene:YFL009W	Nucleus
gene:YCL050C	Cytoplasm
gene:YDR214W	Cytoplasm
gene:YOR023C	Cytoplasm
gene:YMR029C	Cytoplasm
gene:YPL265W	Membrane
gene:YEL018W	Nucleus
gene:YLR068W	Nucleus
gene:YJR082C	Nucleus
gene:YJL047C	Cytoplasm
gene:YER035W	Cytoplasm
gene:YDR480W	Nucleus
gene:YKR096W	Cytoplasm
gene:YGR098C	Nucleus
gene:YNR016C	Cytoplasm
gene:YMR275C	Cytoplasm
gene:YHR052W	Nucleus
gene:YMR072W	Mitochondrion
gene:YLR074C	Nucleus
gene:YER163C	Cytoplasm
gene:YNR075W	Membrane
gene:YGR295C	Membrane
gene:YPL223C	Cytoplasm
gene:YGL020C	Endoplasmic reticulum membrane
gene:YDR206W	Nucleus
gene:YDR272W	Cytoplasm
gene:YNL116W	Cytoplasm
gene:YMR012W	Cytoplasm
gene:YNL259C	Cytoplasm
gene:YCR082W	Cytoplasm
gene:YHR059W	Mitochondrion
gene:YGR032W	Membrane
gene:YCL026C-A	Cytoplasm
gene:YLR172C	Cytoplasm
gene:YDR263C	Nucleus
gene:YIL044C	Cytoplasm
gene:YGL175C	Cytoplasm
gene:YHR114W	Cytoplasm
gene:YLR027C	Cytoplasm
gene:YER114C	Cytoplasm
gene:YKL112W	Nucleus
gene:YDR022C	Cytoplasm
gene:YLR015W	Nucleus
gene:YCR068W	Endoplasmic reticulum membrane
gene:YHR137W	Cytoplasm
gene:YJL200C	Mitochondrion
gene:YBR141C	Nucleus
gene:YGL254W	Nucleus
gene:YKR076W	Cytoplasm
gene:YOL111C	Cytoplasm
gene:YMR296C	Cytoplasm
gene:YER065C	Cytoplasm
gene:YLR423C	Cytoplasm
gene:YBR047W	Mitochondrion
gene:YHL039W	Cytoplasm
gene:YLL014W	Endoplasmic reticulum membrane
gene:YBR034C	Nucleus
gene:YLL006W	Endoplasmic reticulum membrane
gene:YER142C	Nucleus
gene:YFL025C	Endoplasmic reticulum membrane
gene:YER056C	Membrane
gene:YDR019C	Mitochondrion
gene:YDL018C	Endoplasmic reticulum membrane
gene:YJL033W	Nucleus
gene:YIL027C	Endoplasmic reticulum membrane
gene:YDL226C	Cytoplasm
gene:YLR347C	Cytoplasm
gene:YOR298C-A	Cytoplasm
gene:YER022W	Nucleus
gene:YCR071C	Mitochondrion
gene:YLR301W	Cytoplasm
gene:YEL034W	Cytoplasm
gene:YKL109W	Nucleus
gene:YPL269W	Nucleus
gene:YPL271W	Mitochondrion
gene:YEL047C	Cytoplasm
gene:YLL029W	Cytoplasm
gene:YIR037W	Cytoplasm
gene:YDR020C	Cytoplasm
gene:YDR163W	Nucleus
gene:YDL160C	Cytoplasm
gene:YGR019W	Cytoplasm
gene:YLR113W	Cytoplasm
gene:YGL192W	Cytoplasm
gene:YNL103W	Nucleus
gene:YJL077C	Membrane
gene:YDL181W	Mitochondrion
gene:YLR114C	Cytoplasm
gene:YPR093C	Cytoplasm
gene:YPL115C	Cytoplasm
gene:YOR058C	Cytoplasm
gene:YEL015W	Cytoplasm
gene:YDR446W	Nucleus
gene:YJR106W	Membrane
gene:YLR056W	Endoplasmic reticulum membrane
gene:YOR245C	Endoplasmic reticulum membrane
gene:YMR128W	Nucleus
gene:YOR330C	Mitochondrion
gene:YBL080C	Mitochondrion
gene:YFL046W	Mitochondrion
gene:YPR158W	Nucleus
gene:YGL139W	Endoplasmic reticulum membrane
gene:YJL137C	Cytoplasm
gene:YGL054C	Endoplasmic reticulum membrane
gene:YLR303W	Cytoplasm
gene:YGR121C	Membrane
gene:Q0120	Mitochondrion
gene:YPR138C	Membrane
gene:YDL056W	Nucleus
gene:YJR137C	Cytoplasm
gene:YGL181W	Nucleus
gene:YJR022W	Nucleus
gene:YGR169C-A	Nucleus
gene:YPL004C	Cytoplasm
gene:YDR507C	Cytoplasm
gene:YJL184W	Nucleus
gene:YOR032C	Nucleus
gene:YNR059W	Membrane
gene:YGL073W	Nucleus
gene:YLR355C	Mitochondrion
gene:YJL214W	Membrane
gene:YEL056W	Cytoplasm
gene:YNL036W	Cytoplasm
gene:YPR185W	Cytoplasm
gene:YGR179C	Nucleus
gene:YKR053C	Endoplasmic reticulum membrane
gene:YMR255W	Cytoplasm
gene:YGL002W	Endoplasmic reticulum membrane
gene:YOR133W; YDR385W	Cytoplasm
gene:YLR372W	Endoplasmic reticulum membrane
gene:YLR231C	Cytoplasm
gene:YLL024C	Cytoplasm
gene:YAL024C	Cytoplasm
gene:YLL026W	Cytoplasm
gene:YJL038C	Membrane
gene:YKL088W	Cytoplasm
gene:YKL089W	Nucleus
gene:YLR118C	Cytoplasm
gene:YEL058W	Cytoplasm
gene:YPR085C	Nucleus
gene:YOR026W	Nucleus
gene:YBL069W	Membrane
gene:YNL001W	Cytoplasm
gene:YNL336W	Membrane
gene:YIR004W	Cytoplasm
gene:YPL050C	Endoplasmic reticulum membrane
gene:YHR156C	Nucleus
gene:YJL124C	Nucleus
gene:YNR010W	Nucleus
gene:YOL089C	Cytoplasm
gene:YPL091W	Cytoplasm
gene:YOR204W	Cytoplasm
gene:YBR021W	Membrane
gene:YNL133C	Nucleus
gene:YEL071W	Cytoplasm
gene:YJL167W	Cytoplasm
gene:YHR151C	Membrane
gene:YPL155C	Cytoplasm
gene:YNL123W	Nucleus
gene:YLR328W	Cytoplasm
gene:YDR488C	Cytoplasm
gene:YER007W	Cytoplasm
gene:YPL178W	Nucleus
gene:YLR134W	Cytoplasm
gene:YJL147C	Mitochondrion
gene:YIL038C	Cytoplasm
gene:YER068W	Cytoplasm
gene:YCR026C	Membrane
gene:YNL211C	Mitochondrion
gene:YDR336W	Mitochondrion
gene:YJL001W	Cytoplasm
gene:YKL162C	Mitochondrion
gene:YMR164C	Cytoplasm
gene:YCR012W	Cytoplasm
gene:YPR031W	Cytoplasm
gene:YGR010W	Nucleus
gene:YGR058W	Cytoplasm
gene:YKL025C	Cytoplasm
gene:YLR315W	Nucleus
gene:YJR112W	Nucleus
gene:YCR093W	Cytoplasm
gene:YDL165W	Cytoplasm
gene:YPL168W	Mitochondrion
gene:YPR134W	Mitochondrion
gene:YJR132W	Nucleus
gene:YCR040W	Nucleus
gene:YFR034C	Cytoplasm
gene:YDR386W	Nucleus
gene:YOR117W	Cytoplasm
gene:YJL076W	Nucleus
gene:YIL110W	Cytoplasm
gene:YDR533C	Cytoplasm
gene:YEL066W	Cytoplasm
gene:YOL068C	Nucleus
gene:YDL124W	Cytoplasm
gene:YNL189W	Cytoplasm
gene:YBR255W	Membrane
gene:YKL062W	Cytoplasm
gene:YGR233C	Cytoplasm
gene:YJL039C	Nucleus
gene:YOR310C	Nucleus
gene:YEL002C	Endoplasmic reticulum membrane
gene:YLR127C	Cytoplasm
gene:YJR109C	Cytoplasm
gene:YDR197W	Mitochondrion
gene:YCL034W	Cytoplasm
gene:YFR001W	Nucleus
gene:YLR368W	Cytoplasm
gene:YDR034C	Nucleus
gene:YKL151C	Cytoplasm
gene:YML023C	Nucleus
gene:YDL040C	Cytoplasm
gene:YMR137C	Nucleus
gene:YHR133C	Endoplasmic reticulum membrane
gene:YBL023C	Nucleus
gene:YGR031C-A	Membrane
gene:YGL226W	Mitochondrion
gene:YGR023W	Membrane
gene:YCL057W	Cytoplasm
gene:YOL001W	Cytoplasm
gene:YER094C	Cytoplasm
gene:YBR296C	Membrane
gene:YMR123W	Endoplasmic reticulum membrane
gene:YKL145W	Cytoplasm
gene:YPR194C	Membrane
gene:YGL048C	Cytoplasm
gene:YLR016C	Cytoplasm
gene:YOR036W	Membrane
gene:YIL046W	Cytoplasm
gene:YGL035C	Nucleus
gene:YDL051W	Nucleus
gene:YPR179C	Nucleus
gene:YDR295C	Nucleus
gene:YOL065C	Endoplasmic reticulum membrane
gene:YOR044W	Endoplasmic reticulum membrane
gene:YNL308C	Nucleus
gene:YKL181W	Cytoplasm
gene:YKL043W	Nucleus
gene:YKL127W	Cytoplasm
gene:YMR281W	Endoplasmic reticulum membrane
gene:YKL081W	Cytoplasm
gene:YKL160W	Nucleus
gene:YNL118C	Cytoplasm
gene:YLR081W	Membrane
gene:YMR293C	Mitochondrion
gene:YGR104C	Nucleus
gene:YBL046W	Nucleus
gene:YLR363C	Cytoplasm
gene:YDL106C	Nucleus
gene:YNL097C	Nucleus
gene:YIL144W	Nucleus
gene:YOR354C	Mitochondrion
gene:YMR278W	Cytoplasm
gene:YDR288W	Nucleus
gene:YHL038C	Mitochondrion
gene:YHR101C	Endoplasmic reticulum membrane
gene:YER016W	Cytoplasm
gene:YCL045C	Endoplasmic reticulum membrane
gene:YGR289C	Membrane
gene:YPL117C	Cytoplasm
gene:YOL101C	Endoplasmic reticulum membrane
gene:YGL091C	Cytoplasm
gene:YMR037C	Cytoplasm
gene:YCL047C	Cytoplasm
gene:YNR008W	Endoplasmic reticulum membrane
gene:YFL045C	Cytoplasm
gene:YJR143C	Endoplasmic reticulum membrane
gene:YLR011W	Cytoplasm
gene:YJL082W	Cytoplasm
gene:YPL189W	Membrane
gene:YNL004W	Nucleus
gene:YOR185C	Nucleus
gene:YIL090W	Endoplasmic reticulum membrane
gene:YDR332W	Mitochondrion
gene:YDR112W	Membrane
gene:YBR199W	Membrane
gene:YNL029C	Membrane
gene:YOL116W	Nucleus
gene:YBR279W	Nucleus
gene:YER002W	Nucleus
gene:YBR106W	Endoplasmic reticulum membrane
gene:YMR094W	Nucleus
gene:YNR056C	Membrane
gene:YLR437C	Cytoplasm
gene:YMR312W	Cytoplasm
gene:YER103W	Cytoplasm
gene:YLR293C	Nucleus
gene:YDR439W	Nucleus
gene:YJR047C	Cytoplasm
gene:YIL094C	Mitochondrion
gene:YCL005W	Membrane
gene:YDR122W	Cytoplasm
gene:YLR133W	Cytoplasm
gene:YLR017W	Cytoplasm
gene:YDR538W	Mitochondrion
gene:YHR004C	Endoplasmic reticulum membrane
gene:YBL036C	Cytoplasm
gene:YMR105C	Cytoplasm
gene:YCR037C	Membrane
gene:YOL117W	Cytoplasm
gene:YNL020C	Cytoplasm
gene:YOR113W	Nucleus
gene:YHR171W	Cytoplasm
gene:YBR158W	Cytoplasm
gene:YDL156W	Cytoplasm
gene:YMR025W	Cytoplasm
gene:YPR183W	Endoplasmic reticulum membrane
gene:YFR027W	Nucleus
gene:YDL240W	Cytoplasm
gene:YCL039W	Nucleus
gene:YIL009C-A	Nucleus
gene:YOR120W	Cytoplasm
gene:YOL077C	Nucleus
gene:YKR034W	Nucleus
gene:YBL042C	Membrane
gene:YGR113W	Nucleus
gene:YML048W	Endoplasmic reticulum membrane
gene:YPL137C	Cytoplasm
gene:YKL132C	Mitochondrion
gene:YPR035W	Cytoplasm
gene:YAL008W	Membrane
gene:YLR436C	Cytoplasm
gene:YOR042W	Cytoplasm
gene:YFR044C	Cytoplasm
gene:YDL101C	Nucleus
gene:YMR222C	Cytoplasm
gene:YMR049C	Nucleus
gene:YHL010C	Cytoplasm
gene:YKR024C	Nucleus
gene:YGR092W	Cytoplasm
gene:YBR239C	Cytoplasm
gene:YKL113C	Nucleus
gene:YOR361C	Cytoplasm
gene:YBR017C	Cytoplasm
gene:YPR175W	Cytoplasm
gene:YHR021W-A	Membrane
gene:YER062C	Cytoplasm
gene:YDR331W	Endoplasmic reticulum membrane
gene:YJR006W	Nucleus
gene:YJL196C	Endoplasmic reticulum membrane
gene:YNL245C	Nucleus
gene:YNL191W	Cytoplasm
gene:YGL061C	Nucleus
gene:YHR049W	Cytoplasm
gene:YGR071C	Nucleus
gene:YPL064C	Cytoplasm
gene:YHR032W	Membrane
gene:YGL110C	Cytoplasm
gene:YGL195W	Cytoplasm
gene:YKL207W	Endoplasmic reticulum membrane
gene:YLR069C	Mitochondrion
gene:YLR310C	Membrane
gene:YGR277C	Cytoplasm
gene:YPL248C	Nucleus
gene:YDR125C	Mitochondrion
gene:YAL053W	Endoplasmic reticulum membrane
gene:YGR278W	Cytoplasm
gene:YBR281C	Cytoplasm
gene:YLR233C	Nucleus
gene:YNR038W	Nucleus
gene:YAL013W	Cytoplasm
gene:YLR091W	Mitochondrion
gene:YLR192C	Cytoplasm
gene:YGL231C	Endoplasmic reticulum membrane
gene:YJL122W	Cytoplasm
gene:YBR149W	Cytoplasm
gene:YGR204W	Cytoplasm
gene:YGL238W	Cytoplasm
gene:YDR248C	Cytoplasm
gene:YJR014W	Cytoplasm
gene:YNL168C	Mitochondrion
gene:YER044C	Endoplasmic reticulum membrane
gene:YBR163W	Mitochondrion
gene:YGL128C	Cytoplasm
gene:YDL031W	Nucleus
gene:YMR135C	Nucleus
gene:YHR199C	Mitochondrion
gene:YCR086W	Nucleus
gene:YLL050C	Cytoplasm
gene:YPL061W	Cytoplasm
gene:YML007W	Nucleus
gene:YGL180W	Cytoplasm
gene:YPL100W	Cytoplasm
gene:YDR130C	Nucleus
gene:YMR240C	Nucleus
gene:YNL274C	Cytoplasm
gene:YOR033C	Nucleus
gene:YPL086C	Cytoplasm
gene:YCR014C	Nucleus
gene:YNL102W	Nucleus
gene:YNL119W	Cytoplasm
gene:YLR088W	Endoplasmic reticulum membrane
gene:YPL018W	Nucleus
gene:YLR242C	Endoplasmic reticulum membrane
gene:YMR244C-A	Cytoplasm
gene:YHL016C	Membrane
gene:YDR411C	Endoplasmic reticulum membrane
gene:YML067C	Endoplasmic reticulum membrane
gene:YOL145C	Nucleus
gene:YMR043W	Nucleus
gene:YER044C-A	Nucleus
gene:YNL288W	Cytoplasm
gene:YNL219C	Endoplasmic reticulum membrane
gene:YIL010W	Nucleus
gene:YKL172W	Nucleus
gene:YJR152W	Membrane
gene:YBR263W	Mitochondrion
gene:YBR004C	Endoplasmic reticulum membrane
gene:YGL078C	Nucleus
gene:YPL076W	Membrane
gene:YOL059W	Cytoplasm
gene:YDR370C	Cytoplasm
gene:YLL035W	Nucleus
gene:YPL175W	Endoplasmic reticulum membrane
gene:YMR146C	Cytoplasm
gene:YAL007C	Endoplasmic reticulum membrane
gene:YAL042W	Endoplasmic reticulum membrane
gene:YIL064W	Cytoplasm
gene:YHR110W	Endoplasmic reticulum membrane
gene:YLR051C	Nucleus
gene:YMR167W	Nucleus
gene:YCR054C	Cytoplasm
gene:YML022W	Cytoplasm
gene:YMR038C	Cytoplasm
gene:YLR117C	Nucleus
gene:YPR029C	Cytoplasm
gene:YNL141W	Cytoplasm
gene:YOL086C	Cytoplasm
gene:YMR306W	Mitochondrion
gene:YDR121W	Nucleus
gene:YMR219W	Nucleus
gene:YCR096C	Nucleus
gene:YGL241W	Cytoplasm
gene:YMR247C	Nucleus
gene:YOR067C	Endoplasmic reticulum membrane
gene:YLR131C	Nucleus
gene:YHR129C	Cytoplasm
gene:YPL167C	Mitochondrion
gene:YOR311C	Endoplasmic reticulum membrane
gene:YGR234W	Cytoplasm
gene:YOR205C	Mitochondrion
gene:YDR424C	Cytoplasm
gene:YAR002C-A	Endoplasmic reticulum membrane
gene:YGL211W	Cytoplasm
gene:YGL142C	Endoplasmic reticulum membrane
gene:YDR016C	Nucleus
gene:YHR190W	Endoplasmic reticulum membrane
gene:YDR219C	Mitochondrion
gene:YLR320W	Nucleus
gene:YDR342C	Membrane
gene:YHR096C	Membrane
gene:YOL012C	Nucleus
gene:YGL085W	Mitochondrion
gene:YKL142W	Cytoplasm
gene:YNL289W	Cytoplasm
gene:YDR243C	Cytoplasm
gene:YDL055C	Cytoplasm
gene:YFR023W	Nucleus
gene:YOR363C	Nucleus
gene:YDR045C	Nucleus
gene:YDR228C	Nucleus
gene:YOL054W	Nucleus
gene:YPR048W	Cytoplasm
gene:YLR044C	Cytoplasm
gene:YHR077C	Cytoplasm
gene:YJL116C	Mitochondrion
gene:YOL104C	Nucleus
gene:YDL033C	Mitochondrion
gene:YKL171W	Cytoplasm
gene:YML123C	Membrane
gene:YDR432W	Nucleus
gene:YER012W	Cytoplasm
gene:YFL044C	Cytoplasm
gene:YLR254C	Nucleus
gene:YNL132W	Nucleus
gene:YDL213C	Nucleus
gene:YPR131C	Cytoplasm
gene:YGL037C	Cytoplasm
gene:YJR043C	Nucleus
gene:YER134C	Cytoplasm
gene:YGR012W	Mitochondrion
gene:YJL042W	Cytoplasm
gene:YNL262W	Nucleus
gene:YNR047W	Cytoplasm
gene:YPR037C	Endoplasmic reticulum membrane
gene:YDR155C	Cytoplasm
gene:YDR283C	Cytoplasm
gene:YBR159W	Endoplasmic reticulum membrane
gene:YGL136C	Mitochondrion
gene:YDR419W	Nucleus
gene:YDR097C	Nucleus
gene:YER126C	Nucleus
gene:YOR235W	Membrane
gene:YNL182C	Nucleus
gene:YJL071W	Mitochondrion
gene:YJR003C	Mitochondrion
gene:YER077C	Mitochondrion
gene:YLR138W	Membrane
gene:YDL027C	Mitochondrion
gene:YPL174C	Cytoplasm
gene:YPR072W	Cytoplasm
gene:YOL069W	Nucleus
gene:YPR103W	Cytoplasm
gene:YLL023C	Endoplasmic reticulum membrane
gene:YDR394W	Cytoplasm
gene:YOR386W	Nucleus
gene:YOR253W	Cytoplasm
gene:YLR007W	Nucleus
gene:YML017W	Cytoplasm
gene:YDL014W	Nucleus
gene:YKL002W	Cytoplasm
gene:YOL135C	Nucleus
gene:YGR252W	Nucleus
gene:YKL221W	Membrane
gene:YBR272C	Cytoplasm
gene:YER146W	Nucleus
gene:YLR199C	Cytoplasm
gene:YHR086W	Mitochondrion
gene:YDL093W	Endoplasmic reticulum membrane
gene:YAL051W	Nucleus
gene:YKR064W	Cytoplasm
gene:YPL164C	Nucleus
gene:YIL128W	Nucleus
gene:YDR253C	Cytoplasm
gene:YBL006C	Nucleus
gene:YIL122W	Nucleus
gene:YOL045W	Cytoplasm
gene:YOL090W	Nucleus
gene:YHR124W	Nucleus
gene:YDR148C	Mitochondrion
gene:YNL110C	Cytoplasm
gene:YGR006W	Nucleus
gene:YDR013W	Nucleus
gene:YJL072C	Nucleus
gene:YPL148C	Mitochondrion
gene:YBR257W	Nucleus
gene:YAL033W	Cytoplasm
gene:YLR195C	Cytoplasm
gene:YER133W	Cytoplasm
gene:YPL082C	Mitochondrion
gene:YMR149W	Endoplasmic reticulum membrane
gene:YGR251W	Nucleus
gene:YBL056W	Cytoplasm
gene:YDR505C	Cytoplasm
gene:YDR026C	Nucleus
gene:YPL233W	Nucleus
gene:YMR165C	Cytoplasm
gene:YOL032W	Cytoplasm
gene:YOL041C	Nucleus
gene:YNL172W	Nucleus
gene:YKL208W	Mitochondrion
gene:YDL135C	Cytoplasm
gene:YGL001C	Endoplasmic reticulum membrane
gene:YIL030C	Endoplasmic reticulum membrane
gene:YKL213C	Nucleus
gene:YGL033W	Nucleus
gene:YNL074C	Cytoplasm
gene:YPR172W	Cytoplasm
gene:YLR454W	Mitochondrion
gene:YMR113W	Cytoplasm
gene:YER110C	Cytoplasm
gene:YAL025C	Nucleus
gene:YNR009W	Cytoplasm
gene:YOR122C	Cytoplasm
gene:YLR399C	Nucleus
gene:YBR132C	Membrane
gene:YPR001W	Mitochondrion
gene:YMR319C	Membrane
gene:YJL065C	Nucleus
gene:YOR187W	Mitochondrion
gene:YCL059C	Nucleus
gene:YKL206C	Cytoplasm
gene:YDR162C	Cytoplasm
gene:YHR042W	Endoplasmic reticulum membrane
gene:YGL240W	Cytoplasm
gene:YPR192W	Endoplasmic reticulum membrane
gene:YGR188C	Nucleus
gene:YDL100C	Cytoplasm
gene:YBR297W	Nucleus
gene:YJR010W	Cytoplasm
gene:YDL087C	Nucleus
gene:YLR057W	Endoplasmic reticulum membrane
gene:YDL227C	Nucleus
gene:YGL168W	Membrane
gene:YGR162W	Cytoplasm
gene:YGR271C-A	Nucleus
gene:YER106W	Nucleus
gene:YBR236C	Nucleus
gene:YIR017C	Cytoplasm
gene:YGR136W	Cytoplasm
gene:YJR131W	Endoplasmic reticulum membrane
gene:YLR207W	Endoplasmic reticulum membrane
gene:YIR038C	Endoplasmic reticulum membrane
gene:YMR267W	Mitochondrion
gene:YDR174W	Nucleus
gene:YJR005C-A	Nucleus
gene:YPL127C	Nucleus
gene:YKL024C	Cytoplasm
gene:YDR224C	Nucleus
gene:YNL130C-A	Mitochondrion
gene:YER145C	Membrane
gene:YLR249W	Cytoplasm
gene:YDR060W	Nucleus
gene:YLR427W	Cytoplasm
gene:YOR025W	Cytoplasm
gene:YFR013W	Nucleus
gene:YNL281W	Cytoplasm
gene:YMR168C	Nucleus
gene:YBR107C	Nucleus
gene:YKL022C	Nucleus
gene:YPL227C	Endoplasmic reticulum membrane
gene:YNR054C	Nucleus
gene:YML130C	Endoplasmic reticulum membrane
gene:YGR287C	Mitochondrion
gene:YIL005W	Endoplasmic reticulum membrane
gene:YHR169W	Nucleus
